Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,Season
SP1,19/01/14,Ath Madrid,Sevilla,1,1,D,1,0,H,16,10,2,3,13,15,8,3,3,2,0,1,1.36,4.75,8.5,2013-2014
SP1,19/01/14,Getafe,Sociedad,2,2,D,1,2,A,16,9,5,6,21,12,9,3,3,2,1,0,3.0,3.4,2.3,2013-2014
SP1,19/01/14,Levante,Barcelona,1,1,D,1,1,D,7,17,4,6,13,11,2,8,3,1,0,0,15.0,7.0,1.17,2013-2014
SP1,19/01/14,Villarreal,Almeria,2,0,H,1,0,H,12,13,2,4,15,15,9,7,2,1,0,0,1.33,5.0,9.0,2013-2014
SP1,20/01/14,Ath Bilbao,Valladolid,4,2,H,0,1,A,23,7,14,4,6,13,11,0,2,4,0,0,1.36,4.75,8.5,2013-2014
SP1,24/01/14,Celta,Betis,4,2,H,3,1,H,10,13,5,5,17,15,2,4,2,3,0,1,2.1,3.4,3.4,2013-2014
SP1,25/01/14,Real Madrid,Granada,2,0,H,0,0,D,23,8,8,2,11,14,4,1,4,2,0,0,1.05,15.0,26.0,2013-2014
SP1,25/01/14,Sevilla,Levante,2,3,A,1,1,D,28,7,10,6,15,15,7,3,3,3,1,1,1.36,4.75,8.5,2013-2014
SP1,25/01/14,Valencia,Espanol,2,2,D,2,2,D,15,9,5,2,13,11,10,4,3,0,0,0,1.53,4.0,6.0,2013-2014
SP1,25/01/14,Valladolid,Villarreal,1,0,H,1,0,H,8,4,2,2,19,13,8,2,4,0,0,0,4.0,3.3,1.95,2013-2014
SP1,26/01/14,Almeria,Getafe,1,0,H,0,0,D,7,16,4,5,19,16,10,12,2,2,0,0,2.4,3.2,3.0,2013-2014
SP1,26/01/14,Barcelona,Malaga,3,0,H,1,0,H,23,4,10,2,13,16,15,2,1,3,0,0,1.08,10.0,23.0,2013-2014
SP1,26/01/14,Osasuna,Ath Bilbao,1,5,A,1,2,A,11,19,1,9,24,13,1,8,3,4,1,0,3.5,3.2,2.15,2013-2014
SP1,26/01/14,Vallecano,Ath Madrid,2,4,A,1,3,A,13,15,6,7,16,13,8,9,2,1,0,0,8.0,4.5,1.4,2013-2014
SP1,27/01/14,Sociedad,Elche,4,0,H,2,0,H,7,18,5,6,9,8,4,6,1,2,0,0,1.5,4.0,7.0,2013-2014
SP1,31/01/14,Granada,Celta,1,2,A,1,1,D,16,10,3,3,10,14,9,4,2,4,0,0,2.1,3.5,3.25,2013-2014
SP1,1/2/2014,Barcelona,Valencia,2,3,A,1,1,D,20,8,5,4,18,8,9,5,2,3,1,0,1.13,8.0,19.0,2013-2014
SP1,1/2/2014,Getafe,Valladolid,0,0,D,0,0,D,7,10,1,2,11,13,2,9,2,3,0,0,2.0,3.4,3.75,2013-2014
SP1,1/2/2014,Levante,Vallecano,0,0,D,0,0,D,11,16,2,5,23,20,6,6,2,3,0,0,2.15,3.3,3.4,2013-2014
SP1,1/2/2014,Malaga,Sevilla,3,2,H,1,0,H,14,11,7,4,12,14,3,5,3,5,0,0,2.8,3.4,2.4,2013-2014
SP1,2/2/2014,Ath Bilbao,Real Madrid,1,1,D,0,0,D,9,10,3,3,13,14,6,3,1,1,0,1,5.25,4.0,1.62,2013-2014
SP1,2/2/2014,Ath Madrid,Sociedad,4,0,H,1,0,H,12,10,6,2,16,13,6,7,3,2,0,0,1.3,5.0,10.0,2013-2014
SP1,2/2/2014,Betis,Espanol,2,0,H,0,0,D,13,6,3,1,15,15,8,5,3,1,0,0,2.3,3.2,3.2,2013-2014
SP1,2/2/2014,Elche,Almeria,1,0,H,0,0,D,13,10,5,3,14,18,8,3,3,3,1,0,2.0,3.4,3.75,2013-2014
SP1,3/2/2014,Villarreal,Osasuna,3,1,H,0,0,D,13,10,8,2,17,8,5,2,2,1,0,0,1.33,5.0,9.0,2013-2014
SP1,7/2/2014,Espanol,Granada,1,0,H,0,0,D,13,13,5,1,17,19,3,3,4,5,1,0,1.8,3.5,4.5,2013-2014
SP1,8/2/2014,Almeria,Ath Madrid,2,0,H,0,0,D,7,12,3,1,21,8,2,1,2,2,0,1,10.0,5.25,1.29,2013-2014
SP1,8/2/2014,Real Madrid,Villarreal,4,2,H,2,1,H,13,10,6,3,10,7,6,3,0,2,0,0,1.33,5.0,8.5,2013-2014
SP1,8/2/2014,Valencia,Betis,5,0,H,2,0,H,18,9,9,2,7,15,9,9,0,2,0,0,1.44,4.33,7.0,2013-2014
SP1,8/2/2014,Vallecano,Malaga,4,1,H,3,0,H,11,15,6,5,20,14,3,5,3,3,0,1,2.4,3.2,3.0,2013-2014
SP1,9/2/2014,Osasuna,Getafe,2,0,H,1,0,H,14,18,7,4,19,11,4,6,1,4,0,0,2.1,3.2,3.6,2013-2014
SP1,9/2/2014,Sevilla,Barcelona,1,4,A,1,2,A,15,9,4,5,22,9,6,0,3,3,0,0,6.0,4.0,1.53,2013-2014
SP1,9/2/2014,Sociedad,Levante,0,0,D,0,0,D,18,6,6,0,10,20,7,3,2,3,0,0,1.44,4.33,7.0,2013-2014
SP1,9/2/2014,Valladolid,Elche,2,2,D,0,1,A,13,9,3,4,15,15,9,2,2,2,0,0,2.05,3.2,3.8,2013-2014
SP1,10/2/2014,Celta,Ath Bilbao,0,0,D,0,0,D,14,7,1,1,12,9,5,6,1,3,0,0,3.1,3.3,2.3,2013-2014
SP1,14/02/14,Elche,Osasuna,0,0,D,0,0,D,11,8,2,3,10,11,7,7,3,3,0,0,2.1,3.2,3.6,2013-2014
SP1,15/02/14,Ath Madrid,Valladolid,3,0,H,2,0,H,13,4,5,0,10,11,8,3,0,3,0,0,1.18,7.0,13.0,2013-2014
SP1,15/02/14,Barcelona,Vallecano,6,0,H,2,0,H,21,9,10,4,6,10,12,5,0,0,0,0,1.07,11.0,29.0,2013-2014
SP1,15/02/14,Levante,Almeria,1,0,H,0,0,D,13,13,3,3,13,16,1,9,1,4,0,0,2.05,3.1,4.0,2013-2014
SP1,15/02/14,Villarreal,Celta,0,2,A,0,0,D,19,8,5,2,14,11,9,2,2,4,0,0,1.53,4.0,6.0,2013-2014
SP1,16/02/14,Ath Bilbao,Espanol,1,2,A,0,1,A,10,14,3,7,15,14,5,6,2,2,1,0,1.57,3.8,6.0,2013-2014
SP1,16/02/14,Getafe,Real Madrid,0,3,A,0,2,A,9,16,1,7,16,14,8,10,3,4,0,0,10.0,5.25,1.29,2013-2014
SP1,16/02/14,Granada,Betis,1,0,H,1,0,H,13,11,4,6,20,15,4,4,4,3,1,1,2.1,3.2,3.6,2013-2014
SP1,16/02/14,Sevilla,Valencia,0,0,D,0,0,D,17,9,2,0,22,13,14,1,2,5,1,1,2.0,3.6,3.5,2013-2014
SP1,17/02/14,Malaga,Sociedad,0,1,A,0,1,A,14,7,5,3,12,15,6,2,3,0,0,0,2.7,3.25,2.6,2013-2014
SP1,21/02/14,Valladolid,Levante,1,1,D,0,1,A,11,3,2,1,13,16,4,1,3,3,0,0,2.1,3.1,3.8,2013-2014
SP1,22/02/14,Almeria,Malaga,0,0,D,0,0,D,7,14,2,2,14,23,5,5,2,5,0,0,2.5,3.2,2.88,2013-2014
SP1,22/02/14,Celta,Getafe,1,1,D,0,1,A,19,6,8,4,15,16,5,0,6,4,0,1,1.75,3.6,4.75,2013-2014
SP1,22/02/14,Real Madrid,Elche,3,0,H,1,0,H,16,5,7,2,14,19,9,1,1,3,0,0,1.07,11.0,29.0,2013-2014
SP1,22/02/14,Sociedad,Barcelona,3,1,H,1,1,D,15,12,3,3,13,15,2,13,2,3,0,0,7.5,5.0,1.36,2013-2014
SP1,23/02/14,Betis,Ath Bilbao,0,2,A,0,1,A,11,14,4,7,14,10,8,5,2,1,2,0,2.88,3.4,2.38,2013-2014
SP1,23/02/14,Osasuna,Ath Madrid,3,0,H,3,0,H,10,13,4,6,13,10,6,9,0,1,0,0,7.0,4.0,1.5,2013-2014
SP1,23/02/14,Valencia,Granada,2,1,H,0,0,D,17,8,7,3,14,15,8,2,5,3,0,0,1.5,4.1,6.5,2013-2014
SP1,23/02/14,Vallecano,Sevilla,0,1,A,0,0,D,9,9,1,2,16,11,1,7,2,1,0,1,3.1,3.4,2.25,2013-2014
SP1,24/02/14,Espanol,Villarreal,1,2,A,0,1,A,13,10,6,4,12,19,2,2,4,4,0,0,2.5,3.25,2.8,2013-2014
SP1,28/02/14,Ath Bilbao,Granada,4,0,H,2,0,H,27,6,10,1,9,12,6,3,0,2,0,1,1.4,4.5,7.5,2013-2014
SP1,1/3/2014,Elche,Celta,1,0,H,0,0,D,9,12,1,3,13,15,3,12,5,3,0,0,2.5,3.1,2.9,2013-2014
SP1,1/3/2014,Getafe,Espanol,0,0,D,0,0,D,15,17,7,3,9,11,10,11,4,3,0,0,2.6,3.2,2.75,2013-2014
SP1,1/3/2014,Levante,Osasuna,2,0,H,2,0,H,7,15,3,4,22,18,3,6,4,3,1,0,2.3,3.2,3.2,2013-2014
SP1,1/3/2014,Malaga,Valladolid,1,1,D,1,1,D,17,8,5,3,18,15,8,5,0,1,0,0,1.85,3.4,4.33,2013-2014
SP1,2/3/2014,Ath Madrid,Real Madrid,2,2,D,2,1,H,11,15,4,6,17,10,6,4,3,2,0,0,3.5,3.4,2.05,2013-2014
SP1,2/3/2014,Barcelona,Almeria,4,1,H,2,1,H,29,6,11,3,8,12,13,4,1,4,0,0,1.05,13.0,34.0,2013-2014
SP1,2/3/2014,Sevilla,Sociedad,1,0,H,0,0,D,10,11,5,3,15,10,3,4,2,4,0,0,1.91,3.75,3.6,2013-2014
SP1,2/3/2014,Vallecano,Valencia,1,0,H,0,0,D,17,11,3,1,19,16,3,3,3,1,0,1,3.3,3.3,2.2,2013-2014
SP1,2/3/2014,Villarreal,Betis,1,1,D,0,0,D,4,11,3,3,11,12,7,8,1,4,1,0,1.36,4.75,8.5,2013-2014
SP1,8/3/2014,Betis,Getafe,2,0,H,2,0,H,17,9,5,2,15,16,6,6,3,3,0,0,1.91,3.4,4.0,2013-2014
SP1,8/3/2014,Celta,Ath Madrid,0,2,A,0,0,D,9,13,2,7,12,11,2,5,1,3,0,0,4.0,3.4,1.91,2013-2014
SP1,8/3/2014,Granada,Villarreal,2,0,H,2,0,H,13,5,4,1,21,17,3,3,4,1,0,0,3.4,3.2,2.2,2013-2014
SP1,8/3/2014,Valladolid,Barcelona,1,0,H,1,0,H,7,13,2,6,15,14,4,3,5,1,0,0,12.0,7.0,1.2,2013-2014
SP1,9/3/2014,Almeria,Sevilla,1,3,A,0,1,A,8,7,5,4,11,13,3,8,2,4,0,0,3.4,3.4,2.1,2013-2014
SP1,9/3/2014,Espanol,Elche,3,1,H,2,0,H,12,12,6,3,16,11,5,5,1,3,0,0,1.75,3.5,4.75,2013-2014
SP1,9/3/2014,Real Madrid,Levante,3,0,H,1,0,H,25,6,10,1,12,12,12,2,2,2,0,1,1.05,15.0,29.0,2013-2014
SP1,9/3/2014,Valencia,Ath Bilbao,1,1,D,1,0,H,13,13,4,4,15,15,9,6,3,2,0,0,2.25,3.3,3.2,2013-2014
SP1,10/3/2014,Osasuna,Malaga,0,2,A,0,1,A,19,11,7,4,5,19,10,10,1,3,0,1,2.3,3.1,3.25,2013-2014
SP1,10/3/2014,Sociedad,Vallecano,2,3,A,2,1,H,15,15,6,4,11,14,3,8,0,3,0,0,1.44,4.5,6.5,2013-2014
SP1,14/03/14,Getafe,Granada,3,3,D,2,1,H,11,17,5,5,14,10,4,10,4,1,1,1,2.1,3.25,3.5,2013-2014
SP1,15/03/14,Ath Madrid,Espanol,1,0,H,0,0,D,8,8,2,4,11,17,7,2,3,3,0,0,1.29,5.0,12.0,2013-2014
SP1,15/03/14,Levante,Celta,0,1,A,0,1,A,18,26,8,8,17,18,4,9,3,5,0,0,2.5,3.1,2.9,2013-2014
SP1,15/03/14,Malaga,Real Madrid,0,1,A,0,1,A,12,13,4,6,10,6,7,6,2,0,0,0,12.0,6.0,1.25,2013-2014
SP1,15/03/14,Vallecano,Almeria,3,1,H,1,0,H,14,7,5,2,11,16,6,6,1,3,0,0,1.83,3.5,4.2,2013-2014
SP1,16/03/14,Barcelona,Osasuna,7,0,H,3,0,H,20,6,11,3,9,10,4,4,1,2,0,0,1.05,15.0,29.0,2013-2014
SP1,16/03/14,Elche,Betis,0,0,D,0,0,D,12,9,1,3,15,18,6,3,4,3,0,0,2.38,3.2,3.0,2013-2014
SP1,16/03/14,Sevilla,Valladolid,4,1,H,2,0,H,14,8,6,2,13,13,9,2,3,3,0,0,1.44,4.33,7.0,2013-2014
SP1,16/03/14,Sociedad,Valencia,1,0,H,0,0,D,9,12,2,3,16,20,6,9,2,4,0,0,2.05,3.5,3.4,2013-2014
SP1,17/03/14,Villarreal,Ath Bilbao,1,1,D,0,0,D,8,7,3,4,14,12,11,5,1,2,1,0,2.25,3.4,3.1,2013-2014
SP1,21/03/14,Celta,Malaga,0,2,A,0,2,A,12,9,3,4,8,14,6,2,1,5,0,1,1.91,3.4,4.0,2013-2014
SP1,22/03/14,Ath Bilbao,Getafe,1,0,H,1,0,H,14,9,8,3,14,25,10,4,1,3,0,0,1.36,5.0,7.5,2013-2014
SP1,22/03/14,Espanol,Levante,0,0,D,0,0,D,12,6,3,3,10,18,8,9,4,3,0,1,1.67,3.6,5.5,2013-2014
SP1,22/03/14,Granada,Elche,1,0,H,0,0,D,9,10,4,4,15,18,5,3,1,3,0,1,2.05,3.2,3.8,2013-2014
SP1,22/03/14,Valladolid,Vallecano,1,1,D,1,1,D,9,16,2,3,10,6,4,7,4,2,0,0,2.4,3.3,2.9,2013-2014
SP1,23/03/14,Betis,Ath Madrid,0,2,A,0,0,D,5,9,1,2,18,14,0,7,2,2,1,0,6.0,3.8,1.57,2013-2014
SP1,23/03/14,Osasuna,Sevilla,1,2,A,0,2,A,18,10,3,3,12,22,7,1,3,1,0,0,2.9,3.3,2.38,2013-2014
SP1,23/03/14,Real Madrid,Barcelona,3,4,A,2,2,D,13,18,8,6,24,12,1,5,5,2,1,0,2.25,3.5,3.0,2013-2014
SP1,23/03/14,Valencia,Villarreal,2,1,H,2,0,H,14,4,5,1,16,18,7,1,2,3,0,0,2.05,3.4,3.5,2013-2014
SP1,24/03/14,Almeria,Sociedad,4,3,H,1,1,D,14,23,8,11,14,13,11,6,4,3,0,0,3.4,3.4,2.1,2013-2014
SP1,25/03/14,Elche,Ath Bilbao,0,0,D,0,0,D,12,8,2,1,25,17,7,2,2,2,0,0,4.0,3.3,1.95,2013-2014
SP1,25/03/14,Malaga,Espanol,1,2,A,1,1,D,16,7,5,4,7,8,3,8,1,1,1,0,2.45,3.1,3.0,2013-2014
SP1,26/03/14,Ath Madrid,Granada,1,0,H,0,0,D,16,7,5,0,12,12,14,4,1,3,0,0,1.18,6.5,15.0,2013-2014
SP1,26/03/14,Barcelona,Celta,3,0,H,2,0,H,14,8,6,6,11,8,4,6,2,2,0,0,1.05,15.0,34.0,2013-2014
SP1,26/03/14,Sevilla,Real Madrid,2,1,H,1,1,D,12,26,3,8,13,13,2,9,3,3,0,0,5.5,4.5,1.53,2013-2014
SP1,26/03/14,Vallecano,Osasuna,1,0,H,0,0,D,14,7,5,2,11,12,9,3,3,5,0,0,1.83,3.4,4.5,2013-2014
SP1,27/03/14,Almeria,Valencia,2,2,D,0,2,A,20,15,9,5,19,9,6,4,5,1,0,0,3.8,3.5,1.95,2013-2014
SP1,27/03/14,Getafe,Villarreal,0,1,A,0,1,A,12,12,1,3,15,19,9,2,3,3,0,0,3.3,3.3,2.2,2013-2014
SP1,27/03/14,Levante,Betis,1,3,A,1,1,D,9,10,4,5,18,13,7,7,3,3,0,0,2.3,3.2,3.1,2013-2014
SP1,27/03/14,Sociedad,Valladolid,1,0,H,1,0,H,14,9,7,1,13,15,2,11,3,5,0,0,1.44,4.2,7.5,2013-2014
SP1,29/03/14,Ath Bilbao,Ath Madrid,1,2,A,1,1,D,13,10,2,3,19,15,3,4,3,2,1,0,2.9,3.3,2.4,2013-2014
SP1,29/03/14,Celta,Sevilla,1,0,H,0,0,D,14,10,4,3,10,12,11,7,1,4,0,0,3.0,3.25,2.38,2013-2014
SP1,29/03/14,Espanol,Barcelona,0,1,A,0,0,D,8,20,1,8,24,8,3,11,4,2,1,0,9.0,5.0,1.33,2013-2014
SP1,29/03/14,Real Madrid,Vallecano,5,0,H,1,0,H,16,15,7,2,13,14,4,6,1,0,0,0,1.04,13.0,34.0,2013-2014
SP1,30/03/14,Osasuna,Sociedad,1,1,D,0,1,A,15,10,4,3,19,18,4,8,5,5,0,0,3.0,3.25,2.38,2013-2014
SP1,30/03/14,Valencia,Getafe,1,3,A,1,2,A,19,11,3,6,15,20,12,5,2,4,1,0,1.4,4.33,8.5,2013-2014
SP1,30/03/14,Valladolid,Almeria,1,0,H,1,0,H,20,14,8,3,12,12,5,6,2,0,0,1,1.91,3.4,4.0,2013-2014
SP1,30/03/14,Villarreal,Elche,1,1,D,1,1,D,10,7,3,2,16,14,6,5,1,1,0,0,1.44,4.33,7.0,2013-2014
SP1,31/03/14,Betis,Malaga,1,2,A,1,0,H,11,8,2,4,6,11,3,7,2,7,0,0,2.2,3.3,3.3,2013-2014
SP1,31/03/14,Granada,Levante,0,2,A,0,0,D,8,15,1,5,17,17,7,3,2,4,0,0,1.85,3.5,4.2,2013-2014
SP1,4/4/2014,Almeria,Osasuna,1,2,A,0,2,A,16,12,3,2,6,10,7,5,1,1,1,0,2.2,3.2,3.4,2013-2014
SP1,5/4/2014,Ath Madrid,Villarreal,1,0,H,1,0,H,6,8,3,1,13,16,4,5,3,1,0,0,1.5,4.0,7.0,2013-2014
SP1,5/4/2014,Barcelona,Betis,3,1,H,1,0,H,12,12,4,4,9,16,4,4,0,2,0,0,1.05,15.0,29.0,2013-2014
SP1,5/4/2014,Sociedad,Real Madrid,0,4,A,0,1,A,13,21,4,7,13,10,7,8,3,3,0,0,5.25,4.2,1.57,2013-2014
SP1,5/4/2014,Vallecano,Celta,3,0,H,1,0,H,14,18,5,7,12,11,2,7,2,1,1,0,2.2,3.3,3.3,2013-2014
SP1,6/4/2014,Elche,Getafe,1,0,H,0,0,D,16,9,3,3,20,16,6,2,3,2,0,0,2.15,3.2,3.5,2013-2014
SP1,6/4/2014,Malaga,Granada,4,1,H,2,0,H,11,10,5,5,19,16,7,5,3,5,0,0,2.05,3.3,3.6,2013-2014
SP1,6/4/2014,Sevilla,Espanol,4,1,H,2,0,H,13,12,5,5,10,15,7,3,3,1,0,0,1.67,3.75,5.0,2013-2014
SP1,6/4/2014,Valladolid,Valencia,0,0,D,0,0,D,11,16,5,7,10,13,9,4,1,2,0,0,2.8,3.25,2.5,2013-2014
SP1,7/4/2014,Levante,Ath Bilbao,1,2,A,0,2,A,11,13,2,5,17,16,2,5,2,1,1,0,3.9,3.4,1.95,2013-2014
SP1,11/4/2014,Osasuna,Valladolid,0,0,D,0,0,D,15,7,1,1,15,12,4,6,0,1,0,0,2.0,3.4,3.75,2013-2014
SP1,12/4/2014,Celta,Sociedad,2,2,D,1,2,A,15,19,7,5,14,20,8,7,3,5,1,0,2.3,3.3,3.1,2013-2014
SP1,12/4/2014,Granada,Barcelona,1,0,H,1,0,H,5,29,4,9,10,5,1,13,0,3,0,0,9.5,6.5,1.25,2013-2014
SP1,12/4/2014,Real Madrid,Almeria,4,0,H,1,0,H,29,5,13,1,7,7,9,7,0,0,0,0,1.05,15.0,29.0,2013-2014
SP1,12/4/2014,Villarreal,Levante,1,0,H,0,0,D,12,7,3,2,15,16,2,2,2,2,0,0,1.4,4.2,9.0,2013-2014
SP1,13/04/14,Betis,Sevilla,0,2,A,0,1,A,17,7,4,5,17,16,8,1,4,4,1,0,3.2,3.4,2.2,2013-2014
SP1,13/04/14,Espanol,Vallecano,2,2,D,1,1,D,6,11,2,5,22,15,2,5,1,3,0,0,1.83,3.5,4.33,2013-2014
SP1,13/04/14,Getafe,Ath Madrid,0,2,A,0,1,A,9,12,2,8,15,15,3,4,3,3,1,0,8.5,4.0,1.44,2013-2014
SP1,13/04/14,Valencia,Elche,2,1,H,1,1,D,8,11,4,5,15,15,6,2,3,2,1,0,1.62,4.0,5.25,2013-2014
SP1,14/04/14,Ath Bilbao,Malaga,3,0,H,1,0,H,12,10,6,1,11,18,6,2,0,4,0,0,1.4,4.5,8.0,2013-2014
SP1,18/04/14,Ath Madrid,Elche,2,0,H,0,0,D,14,8,4,3,7,12,7,6,2,4,0,1,1.2,6.0,15.0,2013-2014
SP1,19/04/14,Levante,Getafe,0,0,D,0,0,D,11,9,2,4,24,18,3,4,4,2,0,1,2.4,3.1,3.1,2013-2014
SP1,19/04/14,Osasuna,Valencia,1,1,D,1,0,H,9,13,3,1,16,13,4,9,3,2,0,0,2.7,3.1,2.7,2013-2014
SP1,19/04/14,Sociedad,Espanol,2,1,H,1,1,D,19,8,8,3,10,19,12,2,1,1,0,0,1.75,3.6,4.75,2013-2014
SP1,20/04/14,Almeria,Celta,2,4,A,1,1,D,11,14,3,8,14,11,6,1,5,0,0,0,2.5,3.25,2.8,2013-2014
SP1,20/04/14,Barcelona,Ath Bilbao,2,1,H,0,0,D,17,11,8,4,16,17,9,4,2,3,0,0,1.2,7.0,12.0,2013-2014
SP1,20/04/14,Sevilla,Granada,4,0,H,1,0,H,10,12,5,2,14,13,7,1,2,0,0,0,1.4,4.5,8.0,2013-2014
SP1,20/04/14,Vallecano,Betis,3,1,H,2,0,H,16,12,8,3,17,15,5,2,4,2,0,0,2.0,3.4,3.75,2013-2014
SP1,21/04/14,Malaga,Villarreal,2,0,H,1,0,H,14,4,4,1,14,14,6,5,3,3,1,0,2.8,3.25,2.5,2013-2014
SP1,25/04/14,Elche,Levante,1,1,D,0,0,D,22,10,3,6,14,17,7,2,2,4,0,0,1.65,3.6,5.5,2013-2014
SP1,26/04/14,Betis,Sociedad,0,1,A,0,0,D,14,9,2,3,11,16,8,8,2,0,0,0,3.1,3.5,2.2,2013-2014
SP1,26/04/14,Getafe,Malaga,1,0,H,1,0,H,8,12,3,2,14,22,4,7,6,3,1,1,2.1,3.3,3.5,2013-2014
SP1,26/04/14,Granada,Vallecano,0,3,A,0,0,D,12,16,1,7,14,9,7,5,2,4,1,0,2.2,3.3,3.3,2013-2014
SP1,26/04/14,Real Madrid,Osasuna,4,0,H,1,0,H,20,6,10,0,10,8,7,7,0,0,0,0,1.05,13.0,34.0,2013-2014
SP1,27/04/14,Ath Bilbao,Sevilla,3,1,H,1,0,H,12,9,4,3,10,16,6,2,2,3,0,1,1.95,3.5,3.75,2013-2014
SP1,27/04/14,Espanol,Almeria,1,2,A,1,0,H,9,10,3,2,15,14,7,3,4,3,2,0,1.62,3.75,5.5,2013-2014
SP1,27/04/14,Valencia,Ath Madrid,0,1,A,0,1,A,11,9,2,4,18,12,7,3,3,1,0,1,4.33,3.75,1.75,2013-2014
SP1,27/04/14,Villarreal,Barcelona,2,3,A,1,0,H,5,20,3,7,11,6,2,9,3,3,0,0,6.5,4.5,1.44,2013-2014
SP1,28/04/14,Celta,Valladolid,4,1,H,2,0,H,13,10,7,4,13,17,3,0,1,4,0,0,1.8,3.75,4.2,2013-2014
SP1,2/5/2014,Vallecano,Ath Bilbao,0,3,A,0,2,A,11,12,3,4,17,9,6,7,4,1,0,0,3.75,3.6,1.91,2013-2014
SP1,3/5/2014,Barcelona,Getafe,2,2,D,1,1,D,21,8,8,5,13,6,11,3,3,3,0,0,1.07,11.0,26.0,2013-2014
SP1,3/5/2014,Malaga,Elche,0,1,A,0,1,A,7,10,2,3,18,13,8,2,1,4,0,2,2.25,3.25,3.25,2013-2014
SP1,3/5/2014,Osasuna,Celta,0,2,A,0,2,A,23,14,11,4,11,12,12,6,0,1,0,0,1.91,3.5,4.0,2013-2014
SP1,3/5/2014,Valladolid,Espanol,1,0,H,1,0,H,10,9,4,3,14,20,4,8,3,1,0,1,2.0,3.4,3.75,2013-2014
SP1,4/5/2014,Almeria,Betis,3,2,H,0,0,D,12,15,6,3,15,10,3,8,4,6,1,0,1.57,4.0,5.5,2013-2014
SP1,4/5/2014,Levante,Ath Madrid,2,0,H,1,0,H,7,23,2,7,20,20,3,7,2,3,0,0,15.0,5.5,1.22,2013-2014
SP1,4/5/2014,Real Madrid,Valencia,2,2,D,0,1,A,32,8,11,5,11,10,10,1,1,3,0,0,1.14,7.5,17.0,2013-2014
SP1,4/5/2014,Sevilla,Villarreal,0,0,D,0,0,D,11,13,3,4,12,7,6,6,1,0,0,0,1.75,3.6,4.75,2013-2014
SP1,5/5/2014,Sociedad,Granada,1,1,D,0,0,D,21,15,6,3,12,11,8,5,1,3,1,1,1.44,4.5,6.5,2013-2014
SP1,7/5/2014,Valladolid,Real Madrid,1,1,D,0,1,A,6,21,1,3,17,8,4,9,4,4,0,0,11.0,7.0,1.2,2013-2014
SP1,10/5/2014,Levante,Valencia,2,0,H,0,0,D,12,19,3,6,11,12,8,8,4,5,1,0,3.3,3.4,2.15,2013-2014
SP1,10/5/2014,Villarreal,Vallecano,4,0,H,2,0,H,22,14,10,2,12,13,5,5,1,1,0,1,1.57,4.33,5.0,2013-2014
SP1,11/5/2014,Ath Bilbao,Sociedad,1,1,D,0,0,D,12,13,6,5,19,14,5,10,2,2,0,0,1.75,3.75,4.5,2013-2014
SP1,11/5/2014,Ath Madrid,Malaga,1,1,D,0,0,D,17,10,5,4,13,16,11,4,3,3,0,1,1.2,6.5,13.0,2013-2014
SP1,11/5/2014,Betis,Valladolid,4,3,H,1,1,D,21,13,7,8,13,16,8,4,4,2,0,0,3.6,3.5,2.0,2013-2014
SP1,11/5/2014,Celta,Real Madrid,2,0,H,1,0,H,13,18,6,6,13,6,4,15,2,2,0,0,6.5,5.0,1.4,2013-2014
SP1,11/5/2014,Elche,Barcelona,0,0,D,0,0,D,6,20,0,6,16,16,2,11,3,3,0,0,11.0,7.0,1.2,2013-2014
SP1,11/5/2014,Espanol,Osasuna,1,1,D,1,1,D,7,9,2,2,12,13,4,4,0,1,0,0,2.3,3.25,3.1,2013-2014
SP1,11/5/2014,Getafe,Sevilla,1,0,H,0,0,D,14,4,6,1,17,15,7,1,3,2,0,0,1.85,3.6,4.0,2013-2014
SP1,11/5/2014,Granada,Almeria,0,2,A,0,1,A,16,8,3,3,13,14,6,1,3,2,1,0,1.91,3.5,4.0,2013-2014
SP1,16/05/14,Malaga,Levante,1,0,H,0,0,D,25,2,11,0,12,16,10,0,0,1,0,1,1.91,3.4,4.0,2013-2014
SP1,17/05/14,Barcelona,Ath Madrid,1,1,D,1,0,H,11,12,4,3,11,14,4,8,5,4,0,0,1.85,3.8,4.5,2013-2014
SP1,17/05/14,Real Madrid,Espanol,3,1,H,0,0,D,17,13,7,2,9,8,8,7,0,0,0,0,1.33,5.0,8.5,2013-2014
SP1,17/05/14,Valencia,Celta,2,1,H,1,1,D,14,9,7,4,11,13,9,2,1,3,0,0,1.75,3.75,4.5,2013-2014
SP1,18/05/14,Almeria,Ath Bilbao,0,0,D,0,0,D,10,13,1,1,13,12,7,4,1,5,0,0,2.25,3.4,3.1,2013-2014
SP1,18/05/14,Osasuna,Betis,2,1,H,2,0,H,14,16,3,8,7,10,5,7,1,0,0,0,1.36,5.0,7.5,2013-2014
SP1,18/05/14,Sevilla,Elche,3,1,H,1,0,H,15,14,5,4,10,11,6,5,2,0,0,0,1.8,3.75,4.2,2013-2014
SP1,18/05/14,Sociedad,Villarreal,1,2,A,0,1,A,13,15,3,5,13,18,6,2,2,3,0,0,2.0,3.6,3.5,2013-2014
SP1,18/05/14,Valladolid,Granada,0,1,A,0,1,A,10,6,4,3,12,10,7,5,1,2,0,0,2.1,3.3,3.5,2013-2014
